question_id,industry_type,question_text,topic_category,option_type,difficulty_level,report_section,learning_objective,question_note,option_A,option_A_note,option_B,option_B_note,option_C,option_C_note,option_D,option_D_note,option_E,option_E_note,follow_up,allow_custom_answer,allow_skip,free_answer_note,report_topic,learning_goal,answer_tags,,
S004,飯店業,飯店是否擁有自有車隊或外包物流服務？,排放源辨識與確認,single,beginner,運輸排放盤點,探討公司運輸與物流行為對碳排放的關聯,飯店的運輸碳排放（範疇一與範疇三）可能來自於賓客服務車、物資運輸、房務補給與餐飲配送。若飯店擁有自有車隊，應記錄燃油使用，並考慮轉向電動車或混合動力車，以降低碳排放。,沒有,飯店不涉及物流運輸或自有車隊，碳排放主要來自其他範疇。,使用外包物流,應要求供應商提供碳足跡報告，確保其運輸方式符合環保標準。,自有車隊,應監測燃油使用情況，並考慮轉向低碳或電動車輛，以減少碳排放。,兩者皆有,飯店同時擁有自有車隊與外包物流，應制定運輸減碳策略。,不知道/不確定,可從物流單據與車隊管理數據開始盤點，以評估運輸排放。,是否有自有車輛、貨運、外送合作夥伴？,TRUE,TRUE,可描述車型、里程與合作對象,間接運輸排放,釐清物流活動對碳排放的影響,"範疇三, 運輸活動, 委外物流",,
S005,飯店業,飯店的供應鏈管理是否納入低碳採購？,排放源辨識與確認,single,beginner,採購鏈碳排影響,理解企業在供應鏈中採購行為對碳排的影響,飯店供應鏈的碳排放來自床單與毛巾洗滌、備品（如盥洗用品）、食品採購、家具與裝修材料。若飯店選擇符合環保標章的備品，或優先使用本地採購，可顯著降低供應鏈碳足跡。,沒有,目前供應鏈碳管理尚未納入考量，可能影響 ESG 評級與競爭力。,只關注價格,採購決策以成本為主，未考量供應鏈的碳排放影響。,部分產品有低碳標準,部分備品或食品符合環保標準，但尚未全面納入 ESG 供應鏈管理。,已建立完整低碳採購政策,飯店全面落實低碳採購，例如採用環保備品、支持本地農產品。,不知道/不確定,可從採購數據與供應商 ESG 報告開始盤查，以評估供應鏈碳排放影響。,有無綠色採購規範或供應商要求？,FALSE,TRUE,若尚未制定可略過,採購政策與供應鏈管理,確認供應鏈是否已納入低碳或永續採購的考量,"低碳採購, 範疇三, ESG供應鏈",,
S006,飯店業,飯店是否使用大量包裝材料？（如備品、餐飲）,排放源辨識與確認,single,beginner,範疇三排放與包裝碳足跡,辨識包裝材料對企業碳排的潛在影響與改善方向,飯店的包裝材料來自客房備品、一次性盥洗用品、餐飲包裝。若過度使用塑膠與紙類，將增加範疇三碳排放。部分飯店已改用可回收材料（如 PLA 生物塑膠），並提供無一次性備品選項，鼓勵顧客減少浪費。,沒有,飯店主要使用可重複使用的備品與包裝，減少廢棄物。,少量使用,大部分備品為可回收或可再利用，但仍有部分一次性包裝。,主要產品需大量包裝,飯店仍大量使用一次性包裝，如塑膠瓶、紙盒等。,影響環保與回收計劃,包裝使用量高，影響回收效率與碳排放。,不知道/不確定,可從採購記錄與廢棄物管理數據盤查包裝使用狀況。,"哪些包裝來源最多？, 是否可被減量或更換材質？",TRUE,TRUE,可列出常見的備品與餐飲包裝範例,廢棄物管理與採購設計,辨識大量包裝的來源與改善潛力,"包裝使用, 備品採購, 減塑設計",,
S007,飯店業,飯店是否有大量廢棄物處理需求？,排放源辨識與確認,single,beginner,廢棄物管理與碳排放,理解廢棄物種類與處理方式對碳排的影響,飯店的廢棄物來自餐飲廢棄物、一次性備品、房務垃圾，若未妥善管理，將影響 ESG 評級與環保合規性。部分飯店已開始進行垃圾分類、推動有機廢棄物回收，例如將食物廢棄物轉化為堆肥，以降低垃圾掩埋的碳排放。,沒有,飯店主要以重複使用物品為主，廢棄物量較少。,只有基本生活廢棄物,如紙張、玻璃瓶、塑膠等，主要來自房務與顧客垃圾。,主要營運過程產生大量廢棄物,餐飲部門、清潔備品、客房消耗品造成大量廢棄物。,需特殊處理（如醫療廢棄物）,飯店若提供 SPA、健身房等設施，可能產生額外醫療廢棄物。,不知道/不確定,可先從垃圾回收記錄與廢棄物清運數據開始盤查。,"是否包含餐廳、客房、洗衣房等多元廢棄物？, 是否分類處理？",TRUE,TRUE,可列出主要廢棄物類型與處理方式,廢棄物盤點,確認飯店日常營運中的廢棄物種類與管理現況,"廚餘, 備品, 廢棄物處理",,
S008,飯店業,飯店是否有用水量大或特殊污水排放需求？,排放源辨識與確認,single,beginner,水資源使用與處理排放,認識用水與污水處理在碳管理中的角色,飯店的用水需求來自客房淋浴、游泳池、SPA、洗衣房、餐飲廚房。部分飯店開始使用節水設備、回收洗滌水、智能淋浴控制系統來減少水資源浪費。例如，部分永續飯店已透過雨水回收系統供應衛生用水，減少自來水消耗。,沒有,飯店水資源使用量低，未涉及大量清潔或運動設施。,基本用水需求,主要用於客房、洗滌與日常清潔，但未有特別耗水設施。,主要作業依賴大量用水,飯店內有 SPA、游泳池、洗衣房等設施，水資源消耗較高。,產生污水需特殊處理,若飯店有大型餐飲部門或特殊設備，可能需要額外的污水處理機制。,不知道/不確定,可從水費帳單與用水設備的運作記錄開始調查。,是否與洗衣、餐飲、泳池等高耗水活動有關？,TRUE,TRUE,可說明用水熱點與排放方式,水資源與污水管理,評估飯店是否涉及高用水與污水處理的環節,"用水熱點, 污水排放, ESG水管理",,
S009,飯店業,飯店是否有其他特殊排放源？（如冷媒、變壓器、化糞池）,排放源辨識與確認,single,beginner,特殊排放源鑑別,能辨識冷媒或化學品等非典型排放源與管理需求,飯店的冷氣、冷藏系統與變壓器可能使用高 GWP（全球變暖潛勢）的冷媒或 SF₆（六氟化硫），其排放量遠高於 CO₂。飯店應定期檢查設備，避免冷媒洩漏，或改用低 GWP 冷媒（如 R-32）。此外，化糞池的甲烷排放也是關鍵議題，可考慮安裝沼氣回收系統，以降低排放並轉化為能源。,沒有,飯店的主要排放來自一般電力使用，無其他高排放設備。,冷媒使用量少,飯店僅有小型冷氣與冰箱，冷媒排放風險低。,變壓器與冷媒使用量大,若飯店擁有大型變壓器、冷氣系統，應監測冷媒使用量。,需特別管理,飯店若擁有中央冷氣系統、化糞池等，應進行定期維護與管理。,不知道/不確定,可從冷氣系統的冷媒種類與設備保養記錄開始盤查。,"冷媒或其他設施是否定期維護？, 是否有外洩風險？",FALSE,TRUE,可列出冷氣、電力或污水相關設備,其他特殊排放源,辨識飯店潛在但容易忽略的排放來源,"冷媒, 化糞池, 範疇一補充",,
S010,飯店業,飯店使用的排放因子來源是什麼？,排放源辨識與確認,single,intermediate,排放因子資料依據,了解碳排資料計算依據是否具權威性與一致性,排放因子是計算碳排放的關鍵數據，常見來源包括政府數據庫（如環保署）、產業報告、國際標準（如 ISO 14064）。飯店業應確保排放因子準確，以提升盤查的可信度。例如，部分國際連鎖飯店已導入 AI 能源管理系統，自動計算並追蹤排放數據，以符合全球標準。,政府官方數據庫,例如台灣環保署、美國 EPA、IPCC 等提供的排放數據。,產業報告數據,來自 ESG 評鑑機構或產業協會的研究報告，適用於飯店業。,內部監測數據,飯店自行測量能源與排放數據，例如智慧電表或燃氣計。,參考國際標準,例如使用 ISO 14064、GHG Protocol 指南等國際標準計算。,不知道/不確定,若不確定，可先參考政府或供應商提供的排放數據。,是自行查表、使用預設值，或參考政府資料？,FALSE,TRUE,若不確定來源可填「尚未明確」,碳盤查方法與基準設定,確認碳排計算方式是否合理並符合通用標準,"排放因子, 參考來源, 盤查方法",,
S011,飯店業,飯店的碳盤查數據是否經過驗證？,排放源辨識與確認,single,intermediate,排放計算方法與制度,掌握企業目前使用的碳排計算工具與標準方法,碳盤查數據應經過內部稽核或第三方驗證，以確保數據的完整性與準確性。部分國際飯店已導入 ISO 14064 驗證機制，提高 ESG 評級的可信度。,沒有驗證,飯店目前未進行內部或外部稽核，數據準確性不確定。,內部稽核,由飯店內部 ESG 團隊或能源管理部門進行數據檢查。,外部審核,飯店委託第三方機構，如 ISO 14064 或 GRI，進行數據驗證。,依據國際標準審查,數據經過國際標準（如 GHG Protocol）驗證，提高可信度。,不知道/不確定,可從飯店的永續報告、能源數據與顧問報告中查找驗證狀況。,是否有第三方、母公司或內部單位審核？,FALSE,TRUE,若無驗證紀錄可略過,盤查品質與數據可信度,評估盤查資料是否具備可靠性與可對外引用的基礎,"驗證制度, ESG可信度, 內控機制",,
S012,飯店業,飯店是否已經制定減排措施？,排放源辨識與確認,single,intermediate,減排行動與實施現況,確認企業目前是否已有明確減碳計畫與實行基礎,減排措施應涵蓋能源效率提升、供應鏈管理、減少廢棄物與綠色採購。部分飯店透過智能空調系統、低碳食材採購、太陽能熱水系統來降低碳排放，並與供應商合作減少供應鏈碳足跡。,沒有具體計畫,飯店尚未制定減排措施，可能影響未來 ESG 評級。,已有部分行動,飯店有節能設備或減廢策略，但未整合為完整計畫。,訂定具體減排目標,飯店已設定 2030 年減排 30% 目標，並定期追蹤進展。,已執行並監測成效,飯店定期記錄減排數據，並透過 ESG 報告公開成效。,不知道/不確定,可從能源帳單、設備升級記錄與供應鏈數據開始評估減排措施。,"是否已啟動節能或設備更新？, 是否包含廢棄物或採購面向？",FALSE,TRUE,可列出現行執行中或規劃中的做法,減碳政策與行動,確認企業是否從盤查轉向實際行動，並聚焦減排措施,"節能措施, 設備改善, 減排策略",,
S013,飯店業,飯店如何監控減排成效？,排放源辨識與確認,single,intermediate,減排績效與成效追蹤,探討企業是否具備追蹤減碳成效的監測機制,飯店應透過能源管理系統（EMS）監控碳排放，並設定具體 KPI，如 每間客房用電（kWh/間夜） 或 每餐廳餐點的碳足跡（kgCO₂e/餐）。部分飯店已導入 智慧電表、空調自動控制系統，確保節能行動有效執行。此外，外部審核機構（如 SGS、碳信託）可協助驗證碳盤查數據的準確性。,沒有監控,飯店未建立減排監測機制，可能影響 ESG 盤查完整性。,內部簡單追蹤,使用 Excel 或紙本記錄能源使用，但未有完整數據分析。,依部門設定減排 KPI,不同部門（如客房、餐飲）獨立設定減排指標，但缺乏統一監測機制。,使用專業監測設備與外部審核,導入智能電表、能耗監控系統，並由第三方驗證碳排放數據。,不知道/不確定,可從歷史能源帳單與設備數據開始分析減排行動的效果。 客碳足跡計算機制？,"是否以每月數據或年度總量追蹤？, 是否連結績效或獎勵機制？",TRUE,TRUE,可填寫目前採用的追蹤方式與指標,成效監控與追蹤,評估企業是否具備監控減排進展的能力,"成效追蹤, 減排監測, 內部指標",,
S014,飯店業,飯店是否有國際旅客碳足跡計算機制？,排放源辨識與確認,single,intermediate,減碳管理與持續改善,評估企業是否具備減碳策略的持續優化能力,國際旅客的飛行與住宿碳足跡是 ESG 盤查的重要部分。部分永續飯店已開始提供 客房碳排放計算機制，讓旅客了解其住宿的環境影響。例如，某些飯店提供 碳補償選項，旅客可選擇支付額外費用支持碳抵消計畫，如植樹或再生能源專案。,沒有,飯店未提供任何碳足跡計算，旅客無法了解其環境影響。,依標準計算客房碳排放,飯店根據國際標準（如 ISO 14067）計算每間客房的碳排放量。,提供旅客碳補償選項,旅客可支付碳補償費用，用於支持碳抵消計畫，如植樹或再生能源投資。,已導入完整碳足跡管理計畫,飯店已建立碳排放監測系統，並與航空業、旅遊平台合作減少整體旅程碳排放。,不知道/不確定,可參考其他國際飯店案例，了解如何建立碳足跡計算機制。,"是否提供旅客碳足跡試算工具？, 是否連結訂房或ESG認證？",FALSE,TRUE,如無此機制可填「尚未建立」,顧客參與與ESG溝通,瞭解飯店是否具備讓旅客參與碳足跡管理的設計與意識,"顧客碳足跡, 永續旅遊, ESG溝通工具",,
D001,飯店業,飯店的數據收集頻率和來源是什麼？,數據收集方式與能力,single,beginner,數據收集策略與頻率盤點,建立企業數據收集週期與初步流程之認知,數據記錄頻率影響碳管理的準確性。飯店應定期記錄客房用電、冷氣能耗、洗衣房與廚房的能源使用，以確保趨勢分析準確。小型飯店可每月記錄電費與水費，大型連鎖飯店則應每季或每年盤查一次，確保數據完整，並支持 ESG 報告與減排行動。,沒有固定頻率,數據收集不定期，可能導致碳排放趨勢不清楚。,每月記錄一次,適用於中小型飯店，可有效監測能源使用變化。,每季記錄一次,較大型飯店可採用季度盤查，提高數據完整性與準確度。,每年記錄一次,適用於 ESG 申報需求較低的飯店，數據更新頻率較低。,不知道/不確定,應檢查飯店的能源帳單與數據記錄方式，評估是否需改進。,"是否為人工記錄、表單收集或自動系統？, 各項目來源是否一致？",TRUE,TRUE,可列舉日常收集的主要數據類型,數據流程與管理機制,評估數據蒐集頻率與來源是否有利碳排查與報告準備,"數據來源, 記錄頻率, 記帳工具",,
D002,飯店業,飯店是否定期保存電力使用紀錄？,數據收集方式與能力,single,beginner,範疇二能源數據紀錄,檢視企業電力使用是否有形成穩定記錄習慣,飯店的電力使用主要來自冷氣、照明、冰箱、熱水系統等，影響範疇二碳排放。若無定期記錄電費帳單，將難以追蹤用電趨勢及碳排放。建議每月或每季統整數據，並透過能源管理系統（EMS）或雲端管理，提高可追溯性，幫助制定節能計畫，減少不必要的能耗。,沒有,飯店未保存電力數據，無法追蹤碳排放趨勢。,只有部分部門有記錄,例如工程部記錄冷氣能耗，但未整合全館數據。,全公司皆有記錄,飯店內所有部門定期收集並統一管理電力數據。,電力數據已電子化管理,飯店導入能源管理系統（EMS），能即時監控與分析數據。,不知道/不確定,應檢視飯店的電費帳單與用電管理機制，確認數據是否有記錄。 ,"是否為每日、每週或每月紀錄？, 是否與營運報表整合？",FALSE,TRUE,若尚未規劃可填「尚未建立」,電力數據保存與運用,確認企業是否有意識並記錄能源消耗作為減碳依據,"用電紀錄, 能源管理, 數據保存",,
D003,飯店業,是否保存燃料使用紀錄？,數據收集方式與能力,single,beginner,範疇一燃料數據紀錄,掌握企業是否保存與使用直接燃料之記錄資料,飯店的燃料使用包括柴油發電機、鍋爐、廚房燃氣與供暖系統，應記錄燃料消耗，以計算範疇一碳排放。未記錄數據將影響盤查準確性。建議保存燃氣費用單據、發電機柴油消耗記錄，並利用智能燃料監測系統以提高能源管理效率。,沒有,飯店未記錄燃料使用數據，可能影響碳盤查準確度。,只保存部分數據,僅部分設備（如廚房燃氣）有記錄，但發電機與供暖設備數據缺失。,由財務部保存,財務部負責燃料支出，但可能缺乏詳細消耗數據。,由環保或能源管理單位保存,飯店內設有專責部門管理燃料消耗記錄，提高數據準確性。,已有完整數據庫,燃料數據已整合到飯店管理系統，可自動計算碳排放量。 ,"是否記錄油鍋、鍋爐、熱水器等使用情形？, 是否與帳單一致？",FALSE,TRUE,可列舉設備類型與使用頻率,燃料數據紀錄與排放依據,評估是否掌握範疇一燃料排放的資料依據,"燃料使用, 範疇一, 熱源設備",,
D004,飯店業,是否保存供應鏈與物流運輸紀錄？,數據收集方式與能力,single,beginner,範疇三物流數據記錄,理解企業是否具備追蹤物流碳排的基礎能力,飯店的供應鏈物流排放來自食品配送、備品運輸、垃圾清運，影響範疇三碳排放。應記錄貨物運輸距離、油耗、配送頻率，並與供應商協商提供碳排放報告。例如，部分國際飯店品牌已要求供應商採用電動卡車或碳中和物流，以減少供應鏈的環境影響。,沒有,飯店未記錄供應鏈物流數據，難以盤查範疇三碳排放。,物流供應商保留部分數據,供應商可能提供運輸油耗數據，但飯店未主動追蹤。,內部有簡單記錄,飯店內部有部分運輸數據，但未整合供應鏈總體影響。,建立完整數據追蹤系統,飯店與供應商協同管理物流碳排放，確保數據完整性。,不知道/不確定,可從供應鏈部門或物流商查詢，確認是否有可用的數據。 ,"是否為物流廠商提供？還是內部記錄？, 是否含運送頻率與距離？",TRUE,TRUE,如為外包請說明記錄方式與來源,運輸碳排與供應鏈資料,建立對供應鏈碳排數據的基本收集能力與結構認知,"物流活動, 供應商數據, 範疇三",,
D005,飯店業,是否有備品與一次性用品的完整記錄？,數據收集方式與能力,single,beginner,採購紀錄與供應鏈追蹤,了解企業是否已建立原料來源與供應鏈碳資料管理,飯店的備品（如牙刷、拖鞋、瓶裝水、浴巾）是碳盤查的重要部分，影響範疇三排放。記錄備品採購數據可評估供應商的碳排放，並優化低碳產品選擇。例如，部分環保飯店已減少一次性塑膠備品，改為可重複使用或可回收材料，有效降低環境影響。,沒有,飯店未記錄備品消耗數據，難以管理範疇三碳排放。,只記錄主要供應商,僅部分供應商的備品數據有記錄，但缺乏完整盤查。,由採購部門管理,採購部門負責記錄備品數據，但可能未考慮碳排放影響。,已建立數據系統,飯店採購系統已整合備品消耗數據，可追蹤使用趨勢。,不知道/不確定,可從採購記錄與供應商資訊開始，建立備品數據庫。,"是否包含每月進貨量與用量？, 是否分類記錄備品種類？",TRUE,TRUE,可列出備品清單或採購品項,採購與消耗品管理數據,辨識可追蹤消耗性商品的記錄程度與分類結構,"備品記錄, 一次性用品, 消耗品追蹤",,
D006,飯店業,飯店是否有廢棄物處理的相關數據？,數據收集方式與能力,single,intermediate,廢棄物數據管理與分類紀錄,評估企業是否有對廢棄物進行分類與數據追蹤,飯店的垃圾處理涉及客房垃圾、廚餘、包裝廢棄物、紙類與塑膠瓶等。應建立分類記錄系統，量化可回收、堆肥、焚化或掩埋的廢棄物比例。部分飯店已實施零廢棄計畫，透過垃圾分類、廚餘回收、減少一次性備品，優化環境管理並減少碳排放。,沒有,飯店未建立廢棄物記錄機制，可能影響 ESG 盤查與法規合規性。,只記錄總量,飯店記錄每日或每月總垃圾量，但未區分可回收、一般垃圾與廚餘。,依廢棄物類型記錄,飯店已開始區分紙類、塑膠、金屬、食品廢棄物，提高資源回收效率。,已建立完整追蹤系統,飯店導入數位垃圾管理系統，可追蹤各部門的垃圾產生與減廢成效。,不知道/不確定,可從垃圾清運記錄、廚餘處理方式與供應商數據查找相關資訊。,"是否含餐廚、客房、公共區域？, 是否有重量或次數的資料？",TRUE,TRUE,可填入最近一次清運數據或估算值,廢棄物管理數據,確認廢棄物來源、分類與量化數據的掌握情況,"廢棄物記錄, 類別分類, ESG清運資料",,
D007,飯店業,飯店數據記錄的標準模板是什麼？,數據收集方式與能力,single,intermediate,碳排資料格式一致性,檢視企業是否已導入統一的數據記錄格式或表單,標準化數據記錄可提升飯店的營運管理與 ESG 碳盤查準確性。小型飯店可使用 Excel 或 Google Sheets 記錄客房用電、水資源消耗與垃圾處理數據，連鎖飯店則應導入 ERP 或能源管理系統（EMS）。參考 ISO 14064 可確保數據透明度，避免未來合規風險，提高國際競爭力。,沒有固定格式,飯店數據記錄方式不統一，可能影響數據準確性與可追溯性。,簡單 Excel 記錄,部分數據由管理人員手動輸入 Excel 或 Google Sheets，但可能缺乏長期記錄。,ERP 系統管理,飯店使用 ERP 系統整合能源、備品、垃圾數據，提高管理效率。,參考 ISO 標準,飯店依 ISO 14064、GRI 標準建立 ESG 數據管理流程，提高國際競爭力。,不知道/不確定,可從財務與營運部門確認目前數據管理方式，確保數據一致性。 ,"是 Excel、Google 表單，還是內部系統？, 是否含標準欄位與格式？",TRUE,TRUE,可描述目前使用的記錄格式或範本,數據模板與記錄方式,評估企業是否具備可長期使用的記錄架構與一致性,"記錄模板, 資料結構, 表單管理",,
D008,飯店業,飯店如何確保數據品質？,數據收集方式與能力,single,intermediate,數據品質管理與驗證,理解企業如何建立內部控管或外部稽核機制,數據品質決定碳盤查的準確性，例如客房電力、水資源消耗、冷氣與熱水系統的數據應有標準化收集方式。小型飯店可每月比對電費、水費與燃氣用量，連鎖飯店可導入 IoT 感測器、能源管理系統（EMS）或 AI 優化工具，確保數據正確，提高 ESG 碳排放管理的成效。,無特定控制措施,數據收集不穩定，可能影響 ESG 盤查準確性與報告可信度。,定期內部審核,飯店由內部審核團隊定期檢查數據，但未採用外部驗證機制。,由第三方驗證,飯店委託外部 ESG 顧問進行數據審查，提高報告可信度。,使用自動監測系統,飯店導入 IoT 感測器、AI 能源管理系統，自動監測並記錄數據。,不知道/不確定,可從財務與工程部門確認目前數據記錄方式，評估優化空間。,"是否有複查、比對、標準流程？, 是否設有數據管理人員？",FALSE,TRUE,若無明確流程可填「尚未建立」,數據品質管理與驗證機制,確認企業是否採取內控與品質檢核方式確保資料可信度,"數據品質, 驗證流程, ESG可信度",,
D009,飯店業,飯店內部審計的頻率與流程如何？,數據收集方式與能力,single,intermediate,數據審查與改進制度,判斷企業是否具備定期稽核碳排資料的制度化流程,內部審計有助於掌控飯店的碳排放趨勢，確保減排行動有效。建議每季審查客房能源使用、備品消耗與垃圾回收數據，追蹤節能與減廢成果。國際連鎖飯店通常設有 ESG 監督機制，確保各分店遵循永續發展標準，並定期調整策略，提升整體環境表現。,沒有,飯店未進行內部 ESG 盤查，可能影響數據準確性與合規性。,每年一次,適用於小型飯店，每年進行一次基本 ESG 數據檢查。,每半年一次,飯店每半年進行一次內部稽核，確保數據符合管理標準。,持續監控,導入智能能源監測系統，數據可即時追蹤與分析，提高 ESG 監控能力。,不知道/不確定,可從內部營運報告與過往 ESG 盤查數據確認審計頻率。,"是否為月、季或年度稽核？, 是否有書面紀錄與追蹤流程？",FALSE,TRUE,如有記錄方式請簡述,數據稽核與內控管理,瞭解企業是否有定期內部盤查與數據驗證的制度,"稽核流程, 數據可信度, 內部控管",,
D010,飯店業,飯店使用哪些技術工具管理數據？,數據收集方式與能力,single,beginner,碳數據技術工具應用,探討企業是否採用適當工具進行數據整合與管理,技術工具可簡化碳數據管理。小型飯店可透過 Excel 或 Google Sheets 記錄客房用電、備品消耗與污水排放，連鎖飯店可使用 ERP 系統整合能耗、採購與垃圾數據。部分飯店導入 AI 智能監測技術，可自動分析能耗趨勢，提供節能建議，幫助降低環境影響並提升 ESG 競爭力。,Excel,適用於小型飯店，簡單記錄能源與廢棄物數據，但可能缺乏長期統計功能。,ERP 系統,適用於中大型飯店，能整合能耗、供應鏈與廢棄物數據，提高管理效率。,自動數據管理平台,飯店導入數據管理軟體，如能源管理系統（EMS），確保數據自動化記錄。,AI 智能分析工具,使用 AI 分析碳排放趨勢，預測未來能耗變化並提供節能建議。,不知道/不確定,可從 IT 部門或財務部門確認目前數據管理技術，評估升級空間。,"是否為試算表、自建系統或商用軟體？, 是否具備圖表或警示功能？",TRUE,TRUE,可填寫使用中的工具或平台名稱,數據管理工具與系統化應用,探索企業在數據管理上的數位化與自動化成熟度,"ESG工具, 數據系統, 數位轉型",,
D011,飯店業,飯店是否使用電子化方式記錄碳排數據？,數據收集方式與能力,single,beginner,電子化數據管理現況,評估企業是否已導入碳排數據的電子化流程與工具,電子化數據記錄可提升碳盤查效率，減少人工誤差。小型飯店可使用 Google Sheets 或 Excel 來記錄電力、水資源與廢棄物數據，較大型飯店則應導入能源管理系統（EMS）、飯店管理系統（PMS）或 IoT 監測設備，自動記錄房間用電、空調能耗、洗滌水用量與垃圾產出，提高數據透明度並確保可追溯性。,沒有,飯店仍以紙本記錄碳排放數據，數據易遺失且難以統計。,部分電子化,部分數據已數位化，但尚未整合至統一系統管理。,完全電子化管理,飯店已全面導入數位記錄系統，自動化監測碳排放數據。,不知道/不確定,應確認飯店是否有使用數位工具來記錄 ESG 數據，提高管理效率。 ,,,是否為雲端工具、自動串接或手動上傳？,FALSE,TRUE,可填「是」並說明方式，或「否」,數據記錄方式與流程設計,確認企業是否已導入數位化記錄方式，減少人工與遺漏風險,"電子記錄, 數據流程, ESG數位化",,
D012,飯店業,飯店是否有固定的紀錄頻率與負責人員？,數據收集方式與能力,single,intermediate,責任制度與紀錄頻率,確認企業是否有制度化指定人員並執行定期紀錄,定期記錄碳排數據並指派負責人可確保數據準確性。飯店的客房用電、冷氣系統、洗滌水消耗與備品使用量應由專責團隊管理。小型飯店可安排每月記錄一次，連鎖飯店則應建立 ESG 監督小組，確保各分店數據可追溯，並能據此制定減碳與節能措施。,沒有,飯店未規範碳排放數據記錄的頻率與負責部門，數據管理較混亂。,由部門自行決定,各部門獨立管理數據，但缺乏統一標準與長期數據整合。,已指定專責團隊,飯店內設有 ESG 或能源管理團隊，負責數據記錄與監測。,不知道/不確定,應確認是否有指定負責人員與固定的數據紀錄頻率，以提升數據管理的可靠性。 ,,,"是否每日、每週或每月記錄？, 是否有指定紀錄與審核人員？",TRUE,TRUE,若無制度可填「尚未建立」,紀錄責任與頻率制度化,評估數據紀錄是否有制度化與責任歸屬機制,"紀錄頻率, 資料負責人, ESG執行制度",,
D013,飯店業,飯店數據管理的最佳實踐是什麼？,數據收集方式與能力,single,intermediate,碳數據管理與風險控管,探討企業是否具備碳數據備份、錯誤追蹤等管理機制,良好的數據管理可提升碳盤查精準度。飯店應定期備份能源消耗、客房備品使用量、冷氣排放與垃圾數據，並建立內部稽核機制以確保數據完整性。較大型飯店應參考 ISO 14064 或 GRI 永續報告標準，確保符合國際 ESG 規範，降低營運風險，並能提升對外永續報告的可信度。,無特定措施,數據管理缺乏標準化，影響 ESG 盤查的準確性與可信度。,定期備份,飯店已建立數據備份機制，確保碳排放記錄不會遺失。,內部數據稽核,每年定期檢查數據正確性，以確保 ESG 報告符合國際標準。,參考國際標準,飯店依據 ISO 14064、GRI 永續報告標準進行數據管理，確保全球競爭力。,不知道/不確定,應檢視飯店目前的數據管理機制，確保符合 ESG 盤查要求。 ,"是否有表單模板、流程圖或 SOP？, 是否曾分享或對外學習？",TRUE,TRUE,可舉例目前認為有效的做法或制度,數據管理最佳實務與經驗傳承,彙整企業已建立的成熟制度，作為他人借鏡或後續優化依據,"資料SOP, 管理經驗, ESG制度化",,
D014,飯店業,飯店的系統備份與安全性措施如何？,數據收集方式與能力,single,beginner,碳資料備份與安全性管理,了解企業是否已建立碳排資料的備份與安全制度,數據安全與備份確保營運穩定性。飯店應定期備份碳排放數據、客房能耗數據與污水處理記錄，以避免數據遺失或系統損壞。小型飯店可使用雲端儲存（如 Google Drive），而大型飯店應考慮異地備份與災難復原計劃，確保數據安全無虞，符合 ESG 合規要求。,無備份措施,飯店未設定數據備份機制，可能影響 ESG 盤查的數據完整性。,定期備份,飯店每月或每季備份一次碳排放與能源數據，降低遺失風險。,設有災難復原計劃,飯店已建立異地備份機制，確保數據可在系統故障後快速恢復。,不知道/不確定,應確認飯店目前的數據安全機制，確保 ESG 記錄的可追溯性與穩定性。 ,,,"是否有備份計畫？, 是否有權限管理與資料加密？",FALSE,TRUE,若未實作可填「尚未建立」,數據安全性與備援管理,評估企業是否建立資料備份與資訊安全的基本機制,"資料備份, 權限控管, 資安措施",,
D015,飯店業,飯店是否有書面的碳排資料收集 SOP？,數據收集方式與能力,single,intermediate,碳數據收集制度化,檢視企業是否已具備標準化的資料收集流程,SOP（標準作業程序）可確保碳盤查流程一致。完整 SOP 應涵蓋客房用電、熱水系統、冷氣設備與備品使用的數據來源、記錄方式、責任人員與審核流程，以確保數據精確並符合 ISO 14064 標準。連鎖飯店應建立全國或區域性 SOP，確保各分店能執行一致的 ESG 管理措施。,沒有,飯店未建立碳排放數據收集 SOP，影響 ESG 盤查的標準化程度。,只有部分流程記錄,部分數據已標準化，但仍有部分記錄流程不清楚。,已建立完整 SOP,飯店已建立完整的碳數據收集 SOP，確保 ESG 盤查的一致性與精確性。,不知道/不確定,應確認飯店內部是否有相關文件，以確保數據管理符合標準。,,,是否有書面文件、流程圖或內部操作指南？,TRUE,TRUE,可列出是否已彙整成 SOP 文件,數據流程與作業標準化,確認企業是否具備明確的碳資料收集流程與操作標準,"資料SOP, 操作流程, 碳排作業",,
