question_id,industry_type,question_text,topic_category,option_type,difficulty_level,report_section,learning_objective,question_note,option_A,option_A_note,option_B,option_B_note,option_C,option_C_note,option_D,option_D_note,option_E,option_E_note,follow_up,allow_custom_answer,allow_skip,free_answer_note,report_topic,learning_goal,answer_tags,,
B006,辦公室與服務業,是否已設定減排目標與時間表？,邊界設定與組織資訊,single,intermediate,減排目標與時間進程,能理解企業是否具備可量化與可追蹤的減排目標,企業應設定短中長期減碳目標，如 2025 年降低 10% 能耗、2030 年導入 50% 綠電。此外，應制定具體執行計畫，如採用智能照明系統、優化空調能效、減少紙張與一次性用品的使用等。,沒有設定,尚未設定具體的減碳目標，企業可先從小範圍開始。,設定初步方向但未明確,已確定減排方向，但未細化具體的目標與時間表。,有減排目標但無時間表,已設有減碳目標，但缺少具體時間框架。,已設定明確目標與執行時程,已設立清晰的減碳目標並有具體的時間表與執行計劃。,不知道/不確定,若不確定，建議首先確定減排方向，並在此基礎上設置具體的時間表。,是否設定節電目標、綠電轉換時程、碳中和階段性規劃？,TRUE,TRUE,可說明目標數值、涵蓋範圍與時間區間,減碳目標設定與追蹤計畫,評估企業是否有量化的環境目標，作為未來績效評估依據,"節能KPI, 範疇二目標, 碳中和時程",,
B007,辦公室與服務業,外部利益相關者對碳盤查報告的需求？,邊界設定與組織資訊,single,intermediate,報告義務與合規揭露,判斷企業是否涉及外部揭露義務，並準備報告制度,企業需根據政府法規或供應鏈要求提供碳盤查報告。部分企業可能需要向客戶或投資者提供碳排放數據。,不需要報告,企業不受外部法規或利益相關者要求，不需公開碳排放數據。,內部年度報告,企業僅進行內部年度報告，並未對外披露。,依客戶要求提供報告,根據客戶需求提供碳排放報告，如某些大型品牌（如Apple、Amazon）要求。,依法需定期報告,根據法律要求，企業需每年定期報告碳排放數據。,不知道/不確定,若不確定，建議了解相關法規並與供應鏈進行溝通，確保碳排放報告合規。,是否因應客戶、政府補助、ISO 要求、或供應鏈報告責任？,TRUE,TRUE,可列出目前需對外回報碳排的對象與頻率,ESG 外部揭露與回報壓力分析,釐清企業是否面對外部 ESG 驅動因素與揭露義務,"ESG揭露, 客戶要求, 合規壓力",,
B008,辦公室與服務業,行業特定的 GHG 排放挑戰有哪些？,邊界設定與組織資訊,multiple,intermediate,碳盤查挑戰診斷,協助企業盤點內部最難以掌握或處理的盤查障礙,辦公室與服務業的碳排放主要來自電力使用（如空調、照明、辦公設備）、員工通勤、商務出差與 IT 伺服器能耗。企業可透過採購綠電、提高設備能源效率、鼓勵員工遠端辦公與低碳通勤來降低碳足跡。,主要來自電力消耗,企業的辦公空間能源消耗，如空調與照明等，對碳排放影響最大。,員工通勤與商務出差碳排,員工通勤及商務出差是辦公室碳排放的重要來源，尤其是長途出差。,IT 設備能耗,伺服器與數據中心的運行會消耗大量能源，對碳排放有顯著影響。,供應鏈碳足跡,企業的供應鏈選擇，如選擇低碳運輸服務，會影響總碳排放。,,,是否來自照明與空調用電不易節能、範疇三不易界定或通勤資料難收集？,TRUE,TRUE,可說明目前覺得最困難的排放盤查面向,行業特有 ESG 執行挑戰分析,辨識辦公室類型組織在碳盤查過程中的管理障礙,"空調用電, 通勤資料, 範疇三",,
B009,辦公室與服務業,公司過去有無碳盤查或相關訓練經驗？,邊界設定與組織資訊,single,beginner,永續經驗與前期基礎,評估企業是否具備碳盤查與永續管理的基礎歷程,若企業未進行過碳盤查，則需要基礎訓練與輔導。中小型企業應優先學習辦公設備能耗監測、員工通勤碳足跡計算等基本知識。,沒有經驗,企業無碳盤查經驗，需從頭開始了解碳盤查流程與要求。,曾參加基礎訓練,企業已參與基礎碳盤查訓練，但仍需進一步完善資料收集與計算。,內部曾執行碳盤查,企業已執行過碳盤查，並能獨立收集基本數據。,由第三方協助執行,企業依賴外部顧問進行碳盤查，確保數據準確。,不知道/不確定,若不確定，建議參加相關培訓或聘請顧問進行指導，確保碳盤查流程順利進行。,是否曾進行碳盤查、教育訓練、工具導入、或顧問輔導？,TRUE,TRUE,可說明曾參與過的專案、單位與內容,ESG 能力建立與過往經驗盤點,確認企業是否具備 ESG 推動基礎與初步執行成熟度,"ESG訓練, 顧問導入, 盤查經驗",,
B010,辦公室與服務業,公司內部是否有明確的部門職責分工與盤查責任指派？,邊界設定與組織資訊,single,beginner,責任分工與管理制度,確認企業是否已建立專責人力與內部組織機制,企業應建立明確的職責分工，確保碳盤查工作的協調與數據的準確性。若無明確分工，數據可能不完整或不一致。,沒有明確分工,企業內部無明確的部門分工，可能會影響碳盤查的順利進行。,有初步分工但無正式文件,部門間已有基本分工，但尚未形成正式的文件規範。,已建立正式分工與職責說明,企業已制定明確的分工和責任範圍，確保數據的準確性與一致性。,不知道/不確定,若不確定，建議根據業務流程設計相應的職責分工，並建立文檔管理規範。,,,是否由人資、行政、ESG、資訊部門分工執行？是否有書面化？,FALSE,TRUE,可說明是否已有正式分工與流程記錄制度,ESG 跨部門責任指派與作業制度,建立 ESG 實務執行是否有制度化與角色明確分工,"跨部門協作, 書面制度, ESG主責",,
S001,辦公室與服務業,溫室氣體排放的主要來源是什麼？,排放源辨識與確認,multiple,beginner,排放源分類診斷,能辨識公司溫室氣體的各類主要排放來源,碳排放可分為範疇一（自有設備與燃料）、範疇二（購電）、範疇三（供應鏈與員工通勤）。範疇一（Scope 1）可能包含辦公大樓內部使用的自發電設備，範疇二（Scope 2）來自電力使用，如照明、空調、電腦與伺服器，應透過**智慧電錶、能源管理系統（EMS）**監控。範疇三（Scope 3）涵蓋供應鏈碳排、員工通勤、商務出差等，企業應透過調查或數據收集確保盤查完整性。,空調與照明用電,範疇二碳排放的主要來源之一，空調與照明的能源消耗通常占辦公室能耗的最大部分。,辦公設備能耗,辦公室內部設備，如電腦、影印機等，會消耗大量能源並產生碳排放。,員工通勤與出差,員工通勤與商務出差產生範疇三碳排放，應積極減少。,供應鏈外包服務,如外包 IT 或清潔服務等，應考慮這些活動的碳排放影響。,,,是否以照明、空調、電腦設備、印表機、雲端系統用電為主？,FALSE,TRUE,可說明排放來源是否主要集中於電力設備使用,排放源辨識與排放強度分析,協助辨識辦公場域主要排碳結構，有助於後續優先處理順序設定,"照明空調, 範疇二, IT用電",,
S002,辦公室與服務業,主要能源使用有哪些？,排放源辨識與確認,multiple,beginner,能源使用盤點,理解公司能源使用結構，為盤查提供基礎依據,辦公室與服務業主要能源來自電力消耗，如辦公設備、照明、空調、伺服器等。若企業擁有自用發電機或天然氣鍋爐，則應記錄燃料使用量。企業可考慮導入綠電、提高能源效率，如使用節能燈具、智慧空調系統，或優先租賃綠建築辦公空間，以降低碳排放。,電力,主要來自於照明、空調、電腦等設備的消耗，通常占辦公室碳排放的大部分。,天然氣,若辦公室設有天然氣鍋爐等設備，則燃料消耗將成為碳排放來源。,汽油（員工通勤、公司車輛）,公司車輛和員工通勤的燃油消耗會增加碳排放。,冷卻系統,冷卻系統（如空調、冷藏設備）是高耗能設備，對碳排放影響顯著。,,,是否以電力為主？是否含公共空調、電腦設備、資料中心用電？,FALSE,TRUE,可列出主要電力用於哪些用途,能源來源與使用項目盤點,建立辦公場所用電結構理解，有助於節能措施規劃,"範疇二, 電力結構, 共享空間",,
S003,辦公室與服務業,是否有公司車輛或員工通勤補助？,排放源辨識與確認,single,beginner,直接排放辨識,判斷公司是否有來自燃燒設施的直接排放來源,員工通勤與公司車輛產生範疇三排放，企業應監測通勤與商務出差的碳足跡。例如，若企業提供公司車，則應記錄燃油消耗與行駛里程，或改用電動車來減少排放。對於員工通勤，企業可調查員工的交通工具使用情況，並鼓勵使用低碳運輸，如大眾運輸、電動機車或共乘，以降低碳排。,沒有,企業不提供員工車輛或通勤補助，排放主要來自其他來源。,少量公司車輛,企業提供少量的公司車輛，應記錄相應的燃油消耗與行駛數據。,提供員工通勤補助,企業提供通勤補助，並可考慮使用低碳交通工具的補貼策略。,需要特別監測,高碳排的車輛或通勤模式（如長途車輛、航空出差）需要專門監測與管理。,,,是否提供交通補助、公司車、租用車隊或配合共乘？,TRUE,TRUE,可說明目前與通勤、出差交通有關的制度與比例,通勤交通與差旅排放制度盤點,辨識通勤與差旅行為對 ESG 碳排的影響與是否納入制度管理,"通勤補助, 範疇三, 差旅管理",,
S004,辦公室與服務業,是否擁有 IT 設備或雲端服務？,排放源辨識與確認,single,beginner,運輸排放盤點,探討公司運輸與物流行為對碳排放的關聯,辦公室的 IT 設備（如電腦、伺服器、影印機）與雲端運算服務都是碳排放來源。若企業自行維運伺服器，則應記錄伺服器能耗與冷卻設備能耗。若使用雲端服務（如 AWS、Google Cloud），則應向供應商索取碳足跡報告，確保其能源來源符合再生能源標準。,沒有,企業未使用 IT 設備或雲端服務，無需考慮該排放來源。,使用內部伺服器,企業自行維護伺服器，應監控伺服器能耗與冷卻設備使用。,主要依賴雲端服務,使用雲端服務時應確保服務商的能源來源符合綠色標準。,兩者皆有,企業同時使用內部伺服器與雲端服務，應分別記錄能耗數據。,,,是否有伺服器、桌機/筆電、雲端平台、影印與資安系統？,FALSE,TRUE,可說明使用的資訊設備與營運是否依賴 IT 設備,IT 設備與數位服務排放識別,建立對資訊化辦公空間的 ESG 排放構成理解，利於分工盤點,"雲端排放, 範疇二, 資訊系統",,
S005,辦公室與服務業,是否涉及大量紙張與辦公用品消耗？,排放源辨識與確認,single,beginner,採購鏈碳排影響,理解企業在供應鏈中採購行為對碳排的影響,辦公室的紙張、印刷、一次性用品使用屬於範疇三碳排放，企業應推動無紙化政策，例如使用電子簽名、雲端文件管理、雙面列印等，以減少碳足跡。此外，可優先採購環保紙張與再生材料辦公用品，提高綠色採購比例，進一步降低碳排放。,沒有,辦公室使用極少的紙張與辦公用品，對碳排放影響微小。,少量使用,企業僅使用少量紙張與辦公用品，應仍推動減少使用。,主要業務涉及大量紙張,辦公室業務需大量使用紙張和辦公用品，應特別注意減量計劃。,影響環保與回收計畫,大量辦公用品使用會增加回收壓力，應積極推動循環經濟策略。,,,是否有高單位紙張使用、備品採購、印表機與影印機等耗材紀錄？,TRUE,TRUE,可說明目前紙張與耗材是否集中採購與管控,辦公資源耗材與採購排放資料,評估辦公室內部資源管理是否導入低碳策略或採購制度,"紙張耗材, 範疇三, 物品採購",,
S006,辦公室與服務業,是否涉及供應鏈或外包服務？,排放源辨識與確認,single,beginner,範疇三排放與包裝碳足跡,辨識包裝材料對企業碳排的潛在影響與改善方向,辦公室服務業往往依賴供應商提供 IT 設備、清潔、印刷、餐飲等外包服務，這些碳排放屬於範疇三。企業應調查供應商的 ESG 政策，並要求提供相關碳排放數據，以確保供應鏈的可持續性。此外，應優先選擇使用再生能源或具有環保認證的供應商，以減少間接碳排放。,沒有,無外包服務，碳排放來源主要來自內部活動。,少量外包,主要依賴少數供應商，需關注外包服務的碳排放。,主要業務依賴外包,外包服務是業務的主要組成部分，應詳細了解供應商的碳排放情況。,不知道/不確定,若不確定，應與供應商合作了解碳排放情況並改進管理。,,,是否與清潔、客服、資安、IT 維運等服務外包廠商合作？,TRUE,TRUE,可說明是否有範疇三活動及資料取得難度,範疇三活動與外部合作服務辨識,確認企業在 ESG 管理上是否需延伸至外包與供應鏈排放範疇,"外包, 範疇三, 服務供應鏈",,
S007,辦公室與服務業,是否有大量紙張與一次性用品使用？,排放源辨識與確認,single,beginner,廢棄物管理與碳排放,理解廢棄物種類與處理方式對碳排的影響,辦公室與服務業的碳排放來自紙張、文具、包裝與一次性用品的消耗。大量使用列印紙、報表、包裝材料等將增加範疇三（Scope 3）碳排放。企業可透過數位化管理（如電子文件、無紙化會議）、使用環保認證紙張與可回收材料來降低碳足跡。此外，可推動雙面列印、減少一次性塑膠用品（如紙杯、餐具），或導入紙張回收計劃。,沒有,辦公室使用極少的紙張與辦公用品，對碳排放影響微小。,少量使用,企業使用少量紙張與一次性用品，應推動減少使用。,主要業務需大量紙張,辦公業務涉及大量紙張、印刷等材料消耗，應特別關注減量計劃。,影響環保與回收計畫,大量辦公用品使用會增加回收壓力，應積極推動循環經濟策略。,不知道/不確定,若不確定，應從推動數位化與綠色辦公開始，並逐步檢討減碳策略。,是否使用大量衛生紙、杯具、印表紙、包裝袋或易耗辦公備品？,TRUE,TRUE,可說明目前耗材管控與集中採購情況,辦公耗材使用與資源節約評估,建立對辦公耗材碳排來源的認知，有助於導入採購與使用改善,"紙張用品, 範疇三, 一次性物品",,
S008,辦公室與服務業,是否有特殊冷卻設備或空調使用？,排放源辨識與確認,single,beginner,水資源使用與處理排放,認識用水與污水處理在碳管理中的角色,空調與冷卻系統是辦公室主要的能源消耗來源，影響範疇二（Scope 2）碳排放。企業應監測空調設備的運行效率，定期清潔濾網、調整適當溫度（如夏季 26-28°C），並優先使用節能型冷氣（如變頻空調）。此外，可導入智能溫控系統、使用遮陽窗簾減少冷氣負荷，或改用低 GWP（全球變暖潛勢）冷媒（如 R-32），降低碳排放。,沒有,辦公室無需依賴冷氣或冷卻設備，碳排放源較少。,空調設備使用少量能源,少量使用空調設備，對碳排放影響較小。,主要辦公區域依賴空調,大部分辦公空間需要空調支持，需特別關注冷卻系統能效與節能策略。,需特別管理,高耗能的空調與冷卻設備需專門管理與監控，確保碳排放控制在最低。,不知道/不確定,若不確定，應審查空調設備能效，並考慮升級為高效節能型設備。,是否有分層空調、獨立冷房、機房冷卻、伺服器空調等情況？,TRUE,TRUE,可說明特殊冷房或資訊設備散熱需求,空調用電與冷卻設備排放來源,辨識辦公空間中潛在高耗能設備，強化設備資料納入盤查,"機房空調, 範疇二, IT設施",,
S009,辦公室與服務業,是否建立碳排放監測系統？,排放源辨識與確認,single,beginner,特殊排放源鑑別,能辨識冷媒或化學品等非典型排放源與管理需求,辦公室可透過智慧電錶、能耗管理系統來監測碳排放。例如，企業可記錄照明、電腦、伺服器、空調的耗電量，並計算對應的碳排放數據。部分企業已導入 AI 與大數據技術來分析辦公室能耗趨勢，例如自動關閉無人辦公區域的燈光與空調，進一步減少不必要的能源浪費。此外，若企業租賃辦公空間，則應與大樓管理者合作，取得碳排放數據，確保盤查完整性。,沒有,無碳排放監測系統，碳排數據無法精確追蹤與管理。,只監測基本用電數據,僅監控辦公室的基本用電數據，無法全面管理碳排放。,使用智慧電錶與能耗監測系統,部分企業已引入智慧電錶和能耗監測系統，能即時監控與管理能源使用。,建立完整碳排放管理系統,已建立系統化的碳排放管理與監測平台，數據管理更加精準與有效。,不知道/不確定,若不確定，應從簡單的能耗監測開始，逐步升級為智慧管理系統。,是否已建立用電監控、系統平台、或自建 Excel 記錄機制？,TRUE,TRUE,可說明目前監測方式與資料維護機制,排放數據監測與資訊系統,評估是否已導入 ESG 數據管理機制，利於自動化與報告支援,"數據記錄, 用電監控, 系統化",,
S010,辦公室與服務業,是否使用政府或國際標準排放因子？,排放源辨識與確認,single,intermediate,排放因子資料依據,了解碳排資料計算依據是否具權威性與一致性,排放因子是碳盤查計算的關鍵，企業應使用政府與國際標準，如 IPCC（政府間氣候變遷專門委員會）、ISO 14064、GHG Protocol 等。例如，台灣的電力排放因子約為 0.509 kgCO₂e/kWh，企業應依據實際用電量計算碳排放。此外，若企業採用綠電或再生能源憑證（如 RE100），應確保其計算方式符合國際標準，確保碳盤查數據的準確性與可比較性。,政府官方數據,企業依據政府公開的排放因子進行碳排放計算，數據來源有保障。,產業報告,企業參考同行業的碳排放數據進行估算。,內部監測數據,企業自行監控排放數據並進行內部計算。,參考國際標準（GHG Protocol、ISO 14064）,企業基於國際標準進行排放計算，符合全球碳排放管理的最佳實踐。,不知道/不確定,若不確定，建議依國際標準進行排放因子選擇，確保計算數據準確。,是否參考 IPCC、環保署、ISO、或顧問提供排放因子？,FALSE,TRUE,可說明是否與核算系統一致並具比較性,排放因子使用依據與資料一致性,確保碳盤查資料計算依據標準化，支援跨年度與產業比較,"因子來源, 計算標準, 國際規範",,
S011,辦公室與服務業,溫室氣體排放計算方法是什麼？,排放源辨識與確認,single,intermediate,排放計算方法與制度,掌握企業目前使用的碳排計算工具與標準方法,"計算公式為活動數據 × 排放因子 = 碳排放量，如用電量（kWh）× 排放因子（kgCO₂e/kWh），企業應確認計算方法符合 ISO 14064 或 GHG Protocol。例如，若企業每年消耗 1,000 公升柴油（排放因子約 2.68 kgCO₂e/L），則燃油排放量 = 1,000 L × 2.68 kgCO₂e/L = 2.68 噸 CO₂e。若企業未使用標準化計算方式，可能導致數據不準確，影響減排計劃與外部審核結果。",使用簡單計算公式,企業可使用簡單公式進行排放計算，但可能無法精確反映碳排放源。,內部建立完整計算系統,企業已內部設立系統計算碳排放數據，數據管理更加精準。,參考ISO標準進行計算,企業根據 ISO 14064 計算標準進行數據計算，符合國際規範。,依外部顧問協助計算,企業尋求外部專家協助進行碳排放計算，確保數據準確性。,不知道/不確定,若不確定，建議參考 ISO 14064 標準並建立內部計算系統。,是否使用「活動數據 × 排放因子」方式？是否分電力/通勤/耗材計算？,FALSE,TRUE,可說明是否以表單或 Excel 記錄與估算,溫室氣體計算方法與邏輯結構,建立 ESG 管理人員對基本計算模型的理解，支援教育與報告製作,"排放公式, 活動資料, 估算邏輯",,
