question_id,industry_type,question_text,topic_category,option_type,difficulty_level,report_section,learning_objective,question_note,option_A,option_A_note,option_B,option_B_note,option_C,option_C_note,option_D,option_D_note,option_E,option_E_note,follow_up,allow_custom_answer,allow_skip,free_answer_note,report_topic,learning_goal,answer_tags,,
B006,物流業,是否已設定減排目標與時間表？,邊界設定與組織資訊,single,intermediate,減排目標與時間進程,能理解企業是否具備可量化與可追蹤的減排目標,物流業減排應涵蓋運輸與倉儲，如降低貨車燃油消耗、提高電動車比例、導入冷鏈節能技術。例如，企業可設定 2025 年將 20% 車隊更換為新能源車、2030 年倉儲用電 50% 來自再生能源，並逐步汰換高排放車輛，以降低長期碳足跡。,沒有設定,企業未設定減排目標，缺乏減碳策略，可能影響合規性與減碳進程。,設定初步方向但未明確,企業已設定大致減排方向，但未細化目標或時間表，缺乏具體實施計劃。,有減排目標但無時間表,企業已設定減排目標，卻未規劃明確的時間表，可能影響長期執行效果。,已設定明確目標與執行時程,企業設定了具體減排目標及時間表（例如 2025 年減碳 20%），並制定了可執行的計劃。,不知道/不確定,若不確定，建議先設定清晰的減排目標與具體時程，以便後續跟踪與管理。,是否具明確數值目標與分期規劃？是否針對車隊、設施或供應鏈分層？,FALSE,TRUE,可說明目前目標涵蓋哪些範圍或階段,減碳目標設定與策略路徑設計,評估企業是否已建立實質可操作的減碳方向與內部 KPI 依據,"減碳目標, 設備汰換, 排放情境",,
B007,物流業,外部利益相關者對碳盤查報告的需求？,邊界設定與組織資訊,single,intermediate,報告義務與合規揭露,判斷企業是否涉及外部揭露義務，並準備報告制度,碳排放報告需求取決於法規與供應鏈要求。部分物流企業需依據政府規範（如 EU ETS 歐盟碳交易系統）提交碳盤查報告，而某些品牌（如 Amazon、Nike）則要求物流合作夥伴提供減碳計畫。企業可透過 ISO 14064-1、GHG Protocol 進行碳盤查，確保符合國際供應鏈標準，並提升市場競爭力。,不需要報告,企業不需要提供碳排放報告，僅進行內部管理。,內部年度報告,企業每年內部報告碳排放狀況，但不對外部利益相關者公開。,依客戶要求提供報告,某些企業會根據客戶要求提供碳排放報告，特別是國際合作夥伴要求透明度。,依法需定期報告,部分地區或行業規範要求企業定期提交碳排放報告，確保符合法規要求。,不知道/不確定,若不確定，建議查看是否有相關的法規要求或供應鏈合作要求，設立透明的報告機制。,是否來自客戶要求、政府回報、供應鏈檢核或標案規定？,TRUE,TRUE,可說明回報對象與回報頻率,ESG 外部揭露與利益相關者要求,評估物流業是否受 ESG 法規與供應鏈 ESG 驗證驅動,"ESG揭露, 客戶要求, 政策回應",,
B008,物流業,行業特定的 GHG 排放挑戰有哪些？,邊界設定與組織資訊,multiple,intermediate,碳盤查挑戰診斷,協助企業盤點內部最難以掌握或處理的盤查障礙,物流業碳排放主要來自車輛燃油消耗（柴油、汽油）、冷鏈設備（冷凍機、空調）、倉儲用電與配送管理。燃油燃燒占物流企業總碳排放 70% 以上，因此提升車輛燃油效率、導入新能源車、優化配送路線是減碳關鍵。冷鏈物流則涉及冷凍與冷藏設備的能源消耗，應使用低 GWP 冷媒（如 R-32、CO₂）來降低環境影響。此外，倉儲與轉運站的照明、空調、電動堆高機等用電也是重要排放來源，企業可透過智慧能源管理系統（EMS）、安裝太陽能板或採購綠電來降低碳排放。,主要來自車輛燃油,車輛燃料消耗（如柴油、汽油）是物流業碳排放的主要來源，佔比最高。,物流運輸碳排,產品配送及運輸過程中的碳排放，來自燃料消耗與運輸距離。,冷鏈設備能耗,物流業的冷鏈設備（如冷凍機、冷藏設備）高能耗，應選擇低 GWP 冷媒來降低碳排放。,倉儲與轉運站用電,物流業的倉儲設施、空調、照明及電動堆高機等設備消耗的電力，會增加碳足跡。,不知道/不確定,若不確定，建議檢視各環節的碳排放數據，並優先改善高排放源。,是否與油耗不易控管、第三方資料不透明、設備異質性有關？,TRUE,TRUE,可說明目前在排放盤查上最大的難題,行業特殊排放管理挑戰,探討物流業在行車、倉儲、冷鏈等排放源上的管理困難,"排放熱點, 油耗波動, 外包透明度",,
B009,物流業,公司過去有無碳盤查或相關訓練經驗？,邊界設定與組織資訊,single,beginner,永續經驗與前期基礎,評估企業是否具備碳盤查與永續管理的基礎歷程,若企業過去無碳盤查經驗，則需額外的訓練與輔導。中小型物流企業往往缺乏內部碳管理專才，因此應先學習車輛燃油監測、倉儲能耗盤查、冷鏈設備碳排計算等關鍵知識。企業可參加政府或產業輔導計畫，如 ISO 14064-1 認證培訓，確保盤查數據準確性。曾執行盤查的企業則可透過 GPS 追蹤、運輸單據、燃油報表等數據，進行歷史碳排放對比，進一步優化減碳策略，如改用低碳燃料（生質柴油、LNG）或 AI 配送管理來降低空載率。,沒有經驗,企業無碳盤查經驗，需從基礎知識開始學習與建立碳管理體系。,曾參加基礎訓練,企業參加過基礎碳盤查訓練，但仍需進一步提升專業能力。,內部曾執行碳盤查,企業已內部執行過碳盤查，具備一定經驗，但需繼續優化數據管理與減碳策略。,由第三方協助執行,企業委託外部顧問協助碳盤查，確保數據準確性並符合國際標準。,不知道/不確定,若不確定，建議尋求顧問協助，進行碳盤查訓練與數據分析。,是否曾導入碳盤查、教育訓練、顧問服務或供應鏈問卷？,TRUE,TRUE,可列舉過去參與過的 ESG 專案或課程,ESG 能力建置與歷程經驗,建立物流企業是否具備 ESG 基礎經驗與改善學習基礎,"碳盤查經驗, ESG訓練, 顧問輔導",,
B010,物流業,公司內部是否有明確的部門職責分工與盤查責任指派？,邊界設定與組織資訊,single,beginner,責任分工與管理制度,確認企業是否已建立專責人力與內部組織機制,明確的職責分工能提升碳盤查效率與數據準確性。物流企業若無明確的數據收集與管理機制，可能導致數據不完整，影響報告品質。建議企業指派專責人員負責燃油數據收集、車輛行駛紀錄、倉儲能源管理、冷鏈排放監測，並與供應鏈合作夥伴（如第三方物流公司）協調數據共享。例如，車隊管理部門負責記錄行駛里程與燃油使用量，倉儲管理部門監控空調與冷鏈能源消耗，供應鏈團隊則負責外包物流的排放數據。透過 SOP（標準作業程序）建立明確流程，確保盤查準確性，並有效管理減碳行動。,沒有明確分工,企業未設定明確的部門分工，數據管理與報告流程可能不夠清晰。,有初步分工但無正式文件,企業有初步分工，但缺乏正式的職責文件，數據收集和管理可能不夠統一。,已建立正式分工與職責說明,企業已建立正式分工與職責說明，確保每個部門負責的範疇與數據一致，並提高碳盤查效率。,不知道/不確定,若不確定，建議建立清晰的部門分工並編寫標準作業程序，確保數據準確與一致。,,,是否由運輸、倉儲、行政、人資等部門協作？是否具書面分工機制？,FALSE,TRUE,可說明是否有表單、分責制度或流程文件,ESG 組織協作與責任歸屬制度,評估 ESG 行動是否有內部責任分層與跨部門支持,"部門分工, ESG主責, 制度制度化",,
S001,物流業,溫室氣體排放的主要來源是什麼？,排放源辨識與確認,multiple,beginner,排放源分類診斷,能辨識公司溫室氣體的各類主要排放來源,碳排放可分為範疇一（燃油燃燒）、範疇二（倉儲用電）、範疇三（供應鏈物流）。範疇一（Scope 1）為企業直接排放，如卡車、貨車燃燒柴油或天然氣，建議透過車輛 GPS 追蹤系統、燃油記錄來精確計算碳排量。範疇二（Scope 2）來自倉儲與轉運站的電力消耗，企業可透過**智慧電錶、能源管理系統（EMS）**監控。範疇三（Scope 3）涵蓋外包運輸、供應鏈配送，應與物流供應商合作，索取第三方運輸的碳排放數據，確保盤查完整性。,車輛燃油,燃油消耗是物流業碳排放的主要來源，涵蓋自有車隊的運輸排放。,冷鏈設備,冷鏈物流涉及冷藏設備（如冷凍機、貨車空調等）消耗大量能源，並產生碳排放。,倉儲用電,物流倉儲和轉運站用電是碳排放的重要來源，應提升能源管理來減少碳足跡。,供應鏈運輸,外包運輸（如第三方物流）的排放來源，應向供應商索取碳排放數據以完整盤查。,不知道/不確定,若不確定，建議對所有運輸與倉儲環節進行全面盤查，確保數據完整性。,是否來自車輛油耗、空車率、冷鏈設備用電或倉儲照明空調？,TRUE,TRUE,可描述目前最主要的排放來源或耗能設備,排放源辨識與分類診斷,協助企業初步掌握自身主要排碳活動，有助於後續盤查策略選擇,"範疇一, 範疇二, 車隊排放",,
S002,物流業,主要能源使用有哪些？,排放源辨識與確認,multiple,beginner,能源使用盤點,理解公司能源使用結構，為盤查提供基礎依據,物流業主要能源來自柴油與汽油燃燒（範疇一），倉儲與冷鏈設備用電（範疇二）。柴油與汽油為車隊運輸的主要燃料，而冷鏈物流則需額外考慮冷藏設備、貨車空調、倉儲冷凍機組的能源使用。企業可考慮導入新能源，如電動貨車、LNG（液化天然氣）卡車或氫燃料車，以降低燃油消耗。倉儲部分則可透過安裝 LED 照明、提升空調效率、改用太陽能電力來減少碳排放。,柴油,物流車隊通常使用柴油來燃燒，主要涉及卡車與長途運輸車輛。,汽油,某些輕型車輛或城市運輸使用汽油，但排放量較柴油少。,天然氣,某些倉儲設施或生產線可能使用天然氣，特別是用於鍋爐等能源需求較大的設備。,電力,倉儲設施、配送中心與冷鏈設備用電會顯著影響碳排放，應改用高效能源或綠電。,冷鏈能源,冷鏈物流設備（如冷凍車、冷藏設備）需要大量能源，使用再生能源可減少碳排放。,是否使用柴油、天然氣、電動車、冷氣空調或倉儲電力？,FALSE,TRUE,可列出主要耗能類型與佔比,能源使用診斷與節能潛力盤點,協助企業辨識能源結構與轉換空間，建立碳盤查與減碳的關聯性,"能源結構, 燃料類型, 電力比例",,
S003,物流業,物流企業是否有直接燃料燃燒？,排放源辨識與確認,single,beginner,直接排放辨識,判斷公司是否有來自燃燒設施的直接排放來源,燃料燃燒產生範疇一排放，物流企業應監測貨車、冷藏設備、柴油發電機的燃油消耗。例如，長途冷鏈貨車因需長時間運轉冷凍機組，燃油使用量高，應定期檢查冷鏈設備能效，或改用新能源貨車（如電動冷藏車）。企業可透過燃油監測系統（Fuel Monitoring System）、行駛里程 GPS 數據來準確計算碳排放，並分析燃油使用模式，找出最佳節能策略，如提升車輛載重效率、減少怠速運行時間等。,沒有,企業未使用燃料燃燒或僅在少數設備（如發電機）上使用燃料。,只有少量（如發電機、應急設備）,部分物流企業僅在發電機或應急設備中使用少量燃料，排放較低。,主要來自貨車與冷鏈設備,物流企業主要的燃料燃燒來自運輸車隊及冷鏈設備，需特別監控這些排放源。,需要特別監測,長途冷鏈貨車等高能耗設備需要額外監測燃油消耗，改用新能源設備能有效減少碳排放。,不知道/不確定,若不確定，建議進行燃油監測與設備能效檢測，確保準確計算排放量。,是否有車輛加油、油桶存放、柴油發電機或倉儲鍋爐設備？,TRUE,TRUE,可列出目前燃料使用類型與設備,範疇一排放源確認與歸類,確認企業是否具備直接燃料排放活動，有助於計算碳排量,"燃料燃燒, 範疇一, 車輛與設備排放",,
S004,物流業,是否擁有自有車隊或外包物流服務？,排放源辨識與確認,single,beginner,運輸排放盤點,探討公司運輸與物流行為對碳排放的關聯,物流業的碳排放主要來自範疇一（自有車隊燃油消耗）與範疇三（外包物流供應商）。若企業擁有自有車隊，應記錄車輛的油耗、行駛里程、運輸效率，並考慮導入節能駕駛技術、車隊調度優化、改用新能源車輛（如電動貨車、LNG 車輛）來降低碳排放。對於外包物流，企業應與供應商建立合作機制，要求提供詳細的運輸碳排放數據，包括貨運行駛距離、燃油使用量、車型與載重效率等。此外，企業可透過物流減碳策略，如共用運輸、減少空車運輸、使用低碳運輸模式（鐵路、海運替代陸運），來降低供應鏈範疇三的碳排量。,沒有,企業不擁有自有車隊，完全依賴外包物流服務商進行運輸。,使用外包物流,企業主要使用外包物流，排放數據依賴供應商提供。,自有車隊,企業擁有自有車隊，需記錄車隊的運行數據並進行燃料與效率管理。,兩者皆有,企業同時擁有自有車隊與外包物流，需區分內外部數據以確保準確盤查。,不知道/不確定,若不確定，建議清楚區分自有車隊與外包物流的碳排放範圍，確保數據完整。,是否為自營配送、自有車隊或全外包？是否混合模式？,FALSE,TRUE,可說明物流活動由誰負責與如何控管,運輸活動管理模式盤點,辨識物流服務是否為盤查主體直接控制之範疇一或外包之範疇三,"委外物流, 範疇三, 車隊營運結構",,
S005,物流業,是否涉及國際或長距離運輸？,排放源辨識與確認,single,beginner,採購鏈碳排影響,理解企業在供應鏈中採購行為對碳排的影響,長途與國際運輸的碳排放遠高於短距離配送，企業應根據不同運輸模式（陸運、海運、空運）計算排放數據。例如，空運的碳排放強度比海運高出 10 倍以上，企業可考慮將部分貨物改為低碳運輸模式，如以海運或鐵路取代航空運輸。此外，企業可導入貨運合併技術、動態配送管理系統（TMS），以提高載貨率並減少無效運輸。對於跨境物流，企業應考量不同國家的環保法規，如歐盟碳邊境調整機制（CBAM），確保合規並減少額外碳成本。,沒有,企業無跨境運輸需求，主要集中於國內運輸。,國內短途運輸,企業只進行國內短距離運輸，碳排放較低，但仍需有效管理車隊效率與能源使用。,國內長途運輸,企業進行長途國內配送，碳排放相對較高，需優化車隊運行與能源使用。,國際物流,涉及國際運輸的企業，需遵守不同國家法規，並計算來自不同運輸方式的碳排放。,不知道/不確定,若不確定，建議全面分析運輸模式與範圍，選擇低碳運輸方式以降低排放。,是否涵蓋跨縣市、跨國海運、空運或邊境清關？,TRUE,TRUE,可說明是否屬於國際貨運與遠距運輸,運輸距離與排放強度分析,評估企業運輸碳排是否涵蓋長距路徑與對應的排放因子,"長距運輸, 國際物流, 遠程配送",,
S006,物流業,是否涉及冷鏈運輸？,排放源辨識與確認,single,beginner,範疇三排放與包裝碳足跡,辨識包裝材料對企業碳排的潛在影響與改善方向,冷鏈物流的能源消耗與碳排放遠高於一般貨運，因為冷藏與冷凍設備需要長時間運行，導致油耗增加、電力需求上升。企業應監測冷鏈設備的能源使用情況，並考慮導入高能效冷凍技術、低 GWP 冷媒（如 R-32、CO₂ 冷媒）、電動冷藏車等方式來降低碳排放。此外，冷鏈物流可透過路線優化、減少中途停留時間、使用太陽能輔助供電等方法，提高運輸效率並降低能源消耗。,沒有,企業無冷鏈運輸需求，僅進行常規運輸，排放較低。,少量冷藏配送,部分配送需冷藏，但冷鏈運輸規模小，排放影響較輕微。,主要運營冷鏈物流,企業主要運營冷鏈物流，涉及大量冷鏈設備運行與高碳排放。,不知道/不確定,若不確定，建議檢查運輸流程，確定冷鏈物流是否佔據排放大宗。,,,是否有冷凍車、冷藏櫃、恆溫倉儲或食品醫療配送？,TRUE,TRUE,可說明是否涵蓋冷鏈溫控運輸,冷鏈運輸與高耗能設備辨識,辨識高耗能運輸業態是否為碳盤查的重點管理對象,"冷鏈運輸, 範疇一, 空調用電",,
S007,物流業,是否有大量包裝與一次性材料使用？,排放源辨識與確認,single,beginner,廢棄物管理與碳排放,理解廢棄物種類與處理方式對碳排的影響,物流包裝材料也是碳排放的重要來源，尤其是在電子商務與快遞物流中，紙箱、氣泡袋、塑膠包裝等材料的生產與廢棄處理會增加供應鏈範疇三（Scope 3）碳排。企業可透過包裝優化策略來降低碳足跡，如使用輕量化包裝、可回收或生物可分解材料。此外，可建立包裝回收計畫，例如鼓勵客戶退回包裝、使用可重複利用的運輸箱，降低碳排與廢棄物處理成本。例如，部分物流業者已開始使用可重複使用的塑膠周轉箱，取代一次性紙箱，降低 30% 以上的包裝廢棄物排放。,沒有,企業不使用過度包裝或一次性材料，排放來源較少。,少量使用,使用少量包裝，並遵循基本的回收與環保指導原則。,主要產品需大量包裝,主要使用大量包裝材料，如電子商務、快遞配送，增加了範疇三碳排放。,影響環保與回收計劃,包裝廢棄物影響回收計劃，可能導致大量碳排放，需優化包裝與回收機制。,不知道/不確定,若不確定，建議審查現有包裝材料使用情況，並推行回收或再利用計劃。,是否使用大量膠袋、氣泡墊、紙箱或封箱膠帶？,TRUE,TRUE,可說明包材使用情況與是否重複利用,包裝材料使用與廢棄物管理,評估物流作業中一次性耗材與環保包裝替代的空間,"包裝材料, 消耗品管理, 範疇三",,
S008,物流業,是否有特殊冷媒或空調設備使用？,排放源辨識與確認,single,beginner,水資源使用與處理排放,認識用水與污水處理在碳管理中的角色,"物流業的倉儲與冷鏈運輸常使用HFCs（氫氟碳化物）冷媒，這些冷媒的 GWP（全球變暖潛勢）遠高於二氧化碳。例如，HFC-134a 的 GWP 高達 1,430，而 CO₂ 的 GWP 為 1。企業應定期檢測冷媒洩漏、逐步改用低 GWP 冷媒（如 R-32、R-290、CO₂），降低環境影響。此外，可評估自然冷媒系統（如氨、CO₂），並考慮採用節能空調技術與太陽能供電，減少能源消耗。",沒有,企業未使用冷媒或冷鏈設備，排放相對較低。,冷鏈設備使用少量冷媒,企業使用少量冷媒，如小規模冷鏈物流，排放相對較低。,冷鏈設備與倉儲需大量冷媒,企業冷鏈物流與倉儲需要大量冷媒，排放較高，需加強冷媒管理與替代方案。,需特別管理,企業使用高 GWP 冷媒（如 HFCs）需加強監控與替換計劃，使用低 GWP 冷媒。,不知道/不確定,若不確定，建議檢查冷鏈設備與冷媒使用情況，並考慮低碳替代品。,是否含空調車輛、冷藏櫃、倉庫空調或機房冷卻系統？,TRUE,TRUE,可列出可能含冷媒的設備與使用年限,冷媒設備與潛在排放識別,辨識物流業是否涉高 GWP 潛在排放源，利於後續查漏補盤,"冷媒排放, 空調管理, 範疇一",,
